"AUXRR159.Code.or.Value","AUXRR159.Value.Description","AUXRR159.Count","AUXRR159.Cumulative","AUXRR159.Skip.to.Item"
"-15 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
