"AUDTYR26.Code.or.Value","AUDTYR26.Value.Description","AUDTYR26.Count","AUDTYR26.Cumulative","AUDTYR26.Skip.to.Item"
"0 to 2.16","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
