"LBD177LC.Code.or.Value","LBD177LC.Value.Description","LBD177LC.Count","LBD177LC.Cumulative","LBD177LC.Skip.to.Item"
"0","detectable result",127,127,NA
"1","below detectable limit",1746,1873,NA
".","Missing",401,2274,NA
