"TYXP152.Code.or.Value","TYXP152.Value.Description","TYXP152.Count","TYXP152.Cumulative","TYXP152.Skip.to.Item"
"-293 to 117","Range of Values",2986,2986,NA
".","Missing",2599,5585,NA
