"TYXA131.Code.or.Value","TYXA131.Value.Description","TYXA131.Count","TYXA131.Cumulative","TYXA131.Skip.to.Item"
"0.09 to 8.377","Range of Values",4683,4683,NA
".","Missing",902,5585,NA
