"CIQD023.Code.or.Value","CIQD023.Value.Description","CIQD023.Count","CIQD023.Cumulative","CIQD023.Skip.to.Item"
"1","Yes",18,18,""
"2","No",15,33,"CIQD025"
"7","Refuse",0,33,"CIQD025"
"9","Don't know",1,34,"CIQD025"
".","Missing",744,778,""
