"AUDTYR21.Code.or.Value","AUDTYR21.Value.Description","AUDTYR21.Count","AUDTYR21.Cumulative","AUDTYR21.Skip.to.Item"
"0 to 2.5","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
