"CBD150.Code.or.Value","CBD150.Value.Description","CBD150.Count","CBD150.Cumulative","CBD150.Skip.to.Item"
"0 to 360","Range of Values",9916,9916,NA
"77777","Refused",8,9924,NA
"99999","Don't know",27,9951,NA
".","Missing",198,10149,NA
