"TYXA167.Code.or.Value","TYXA167.Value.Description","TYXA167.Count","TYXA167.Cumulative","TYXA167.Skip.to.Item"
"0.203 to 6.667","Range of Values",3521,3521,NA
".","Missing",4948,8469,NA
