"AUXLR249.Code.or.Value","AUXLR249.Value.Description","AUXLR249.Count","AUXLR249.Cumulative","AUXLR249.Skip.to.Item"
"-12 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
