"SXQ490.Code.or.Value","SXQ490.Value.Description","SXQ490.Count","SXQ490.Cumulative","SXQ490.Skip.to.Item"
"0 to 5","Range of Values",135,135,NA
"77777","Refused",0,135,NA
"99999","Don't know",0,135,NA
".","Missing",4490,4625,NA
