"AUXRR110.Code.or.Value","AUXRR110.Value.Description","AUXRR110.Count","AUXRR110.Cumulative","AUXRR110.Skip.to.Item"
"-93 to 49","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
