"AUXRR206.Code.or.Value","AUXRR206.Value.Description","AUXRR206.Count","AUXRR206.Cumulative","AUXRR206.Skip.to.Item"
"-28 to 42","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
