"AUXRR201.Code.or.Value","AUXRR201.Value.Description","AUXRR201.Count","AUXRR201.Cumulative","AUXRR201.Skip.to.Item"
"-119 to 47","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
