"AUXLR278.Code.or.Value","AUXLR278.Value.Description","AUXLR278.Count","AUXLR278.Cumulative","AUXLR278.Skip.to.Item"
"-23 to 61","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
