"AUDTYR57.Code.or.Value","AUDTYR57.Value.Description","AUDTYR57.Count","AUDTYR57.Cumulative","AUDTYR57.Skip.to.Item"
"0 to 3.09","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
