"SMQ785.Code.or.Value","SMQ785.Value.Description","SMQ785.Count","SMQ785.Cumulative","SMQ785.Skip.to.Item"
"1","Today",24,24,NA
"2","Yesterday",58,82,NA
"3","3 to 5 days ago",38,120,NA
"7","Refused",0,120,NA
"9","Don't know",2,122,NA
".","Missing",6868,6990,NA
