"AUXRR264.Code.or.Value","AUXRR264.Value.Description","AUXRR264.Count","AUXRR264.Cumulative","AUXRR264.Skip.to.Item"
"-45 to 103","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
