"TYXP158.Code.or.Value","TYXP158.Value.Description","TYXP158.Count","TYXP158.Cumulative","TYXP158.Skip.to.Item"
"-295 to 11","Range of Values",5036,5036,NA
".","Missing",3433,8469,NA
