"AUXLR164.Code.or.Value","AUXLR164.Value.Description","AUXLR164.Count","AUXLR164.Cumulative","AUXLR164.Skip.to.Item"
"-34 to 71","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
