"AUDTYR68.Code.or.Value","AUDTYR68.Value.Description","AUDTYR68.Count","AUDTYR68.Cumulative","AUDTYR68.Skip.to.Item"
"0 to 0.91","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
