"TYXP181.Code.or.Value","TYXP181.Value.Description","TYXP181.Count","TYXP181.Cumulative","TYXP181.Skip.to.Item"
"-294 to 3","Range of Values",1808,1808,NA
".","Missing",6661,8469,NA
