"AUDTYR14.Code.or.Value","AUDTYR14.Value.Description","AUDTYR14.Count","AUDTYR14.Cumulative","AUDTYR14.Skip.to.Item"
"0 to 1.69","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
