"TYXA116.Code.or.Value","TYXA116.Value.Description","TYXA116.Count","TYXA116.Cumulative","TYXA116.Skip.to.Item"
"0.09 to 6.512","Range of Values",5390,5390,NA
".","Missing",195,5585,NA
