"TYXP252.Code.or.Value","TYXP252.Value.Description","TYXP252.Count","TYXP252.Cumulative","TYXP252.Skip.to.Item"
"-297 to -24","Range of Values",138,138,NA
".","Missing",8331,8469,NA
