"CBQ520.Code.or.Value","CBQ520.Value.Description","CBQ520.Count","CBQ520.Cumulative","CBQ520.Skip.to.Item"
"1","Yes",206,206,NA
"2","No",1859,2065,NA
"7","Refused",0,2065,NA
"9","Don't know",0,2065,NA
".","Missing",804,2869,NA
