"CIQP34.Code.or.Value","CIQP34.Value.Description","CIQP34.Count","CIQP34.Cumulative","CIQP34.Skip.to.Item"
"1 to 100","Range of Values",36,36,NA
"900","900 +",0,36,NA
"7777","Refused",0,36,NA
"9999","Don't know",0,36,NA
".","Missing",892,928,NA
