"LBD099LC.Code.or.Value","LBD099LC.Value.Description","LBD099LC.Count","LBD099LC.Cumulative","LBD099LC.Skip.to.Item"
"0","detectable result",574,574,NA
"1","below detectable limit",1323,1897,NA
".","Missing",377,2274,NA
