"TYXP124.Code.or.Value","TYXP124.Value.Description","TYXP124.Count","TYXP124.Cumulative","TYXP124.Skip.to.Item"
"-295 to 41","Range of Values",8291,8291,NA
".","Missing",178,8469,NA
