"AUDTYL17.Code.or.Value","AUDTYL17.Value.Description","AUDTYL17.Count","AUDTYL17.Cumulative","AUDTYL17.Skip.to.Item"
"0 to 2.72","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
