"AUDTYL29.Code.or.Value","AUDTYL29.Value.Description","AUDTYL29.Count","AUDTYL29.Cumulative","AUDTYL29.Skip.to.Item"
"0 to 2.72","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
