"AUXLR146.Code.or.Value","AUXLR146.Value.Description","AUXLR146.Count","AUXLR146.Cumulative","AUXLR146.Skip.to.Item"
"-15 to 42","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
