"TYXP210.Code.or.Value","TYXP210.Value.Description","TYXP210.Count","TYXP210.Cumulative","TYXP210.Skip.to.Item"
"-299 to -22","Range of Values",555,555,NA
".","Missing",7914,8469,NA
