"SXQ530.Code.or.Value","SXQ530.Value.Description","SXQ530.Count","SXQ530.Cumulative","SXQ530.Skip.to.Item"
"0 to 500","Range of Values",968,968,NA
"77777","Refused",0,968,NA
"99999","Don't know",1,969,NA
".","Missing",2316,3285,NA
