"AUXLR148.Code.or.Value","AUXLR148.Value.Description","AUXLR148.Count","AUXLR148.Cumulative","AUXLR148.Skip.to.Item"
"-28 to 55","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
