"AUQ170.Code.or.Value","AUQ170.Value.Description","AUQ170.Count","AUQ170.Cumulative","AUQ170.Skip.to.Item"
"1","Yes",66,66,""
"2","No",71,137,"AUQ190"
"7","Refused",0,137,"AUQ190"
"9","Don't know",0,137,"AUQ190"
".","Missing",10333,10470,""
