"AUXLR113.Code.or.Value","AUXLR113.Value.Description","AUXLR113.Count","AUXLR113.Cumulative","AUXLR113.Skip.to.Item"
"-38 to 47","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
