"WBXA088.Code.or.Value","WBXA088.Value.Description","WBXA088.Count","WBXA088.Cumulative","WBXA088.Skip.to.Item"
"-12.3676 to 0.9985","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
