"AUDTYL60.Code.or.Value","AUDTYL60.Value.Description","AUDTYL60.Count","AUDTYL60.Cumulative","AUDTYL60.Skip.to.Item"
"0 to 2.84","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
