"TYXP198.Code.or.Value","TYXP198.Value.Description","TYXP198.Count","TYXP198.Cumulative","TYXP198.Skip.to.Item"
"-297 to -10","Range of Values",845,845,NA
".","Missing",7624,8469,NA
