"HUQ030.Code.or.Value","HUQ030.Value.Description","HUQ030.Count","HUQ030.Cumulative","HUQ030.Skip.to.Item"
"1","Yes",9258,9258,""
"2","There is no place",1239,10497,"HUQ050"
"3","There is more than one place",38,10535,""
"7","Refused",1,10536,"HUQ050"
"9","Don't know",1,10537,"HUQ050"
".","Missing",0,10537,""
