"TYXA128.Code.or.Value","TYXA128.Value.Description","TYXA128.Count","TYXA128.Cumulative","TYXA128.Skip.to.Item"
"0.179 to 6.681","Range of Values",8133,8133,NA
".","Missing",336,8469,NA
