"CIQD018.Code.or.Value","CIQD018.Value.Description","CIQD018.Count","CIQD018.Cumulative","CIQD018.Skip.to.Item"
"1","Yes",12,12,NA
"2","No",10,22,NA
"7","Refuse",0,22,NA
"9","Don't know",0,22,NA
".","Missing",828,850,NA
