"AUDTYR49.Code.or.Value","AUDTYR49.Value.Description","AUDTYR49.Count","AUDTYR49.Cumulative","AUDTYR49.Skip.to.Item"
"0 to 4.72","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
