"AUQ290.Code.or.Value","AUQ290.Value.Description","AUQ290.Count","AUQ290.Cumulative","AUQ290.Skip.to.Item"
"1","Yes",399,399,NA
"2","No",2046,2445,NA
"7","Refused",0,2445,NA
"9","Don't know",3,2448,NA
".","Missing",7661,10109,NA
