"AUXRR238.Code.or.Value","AUXRR238.Value.Description","AUXRR238.Count","AUXRR238.Cumulative","AUXRR238.Skip.to.Item"
"-61 to 78","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
