"AUDTYR11.Code.or.Value","AUDTYR11.Value.Description","AUDTYR11.Count","AUDTYR11.Cumulative","AUDTYR11.Skip.to.Item"
"0 to 2.59","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
