"AUXLR129.Code.or.Value","AUXLR129.Value.Description","AUXLR129.Count","AUXLR129.Cumulative","AUXLR129.Skip.to.Item"
"-21 to 40","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
