"HUQ071.Code.or.Value","HUQ071.Value.Description","HUQ071.Count","HUQ071.Cumulative","HUQ071.Skip.to.Item"
"1","Yes",869,869,""
"2","No",9098,9967,"HUQ085"
"7","Refused",0,9967,"HUQ085"
"9","Don't know",4,9971,"HUQ085"
".","Missing",0,9971,""
