"AUXRR169.Code.or.Value","AUXRR169.Value.Description","AUXRR169.Count","AUXRR169.Cumulative","AUXRR169.Skip.to.Item"
"-12 to 71","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
