"AUXRR122.Code.or.Value","AUXRR122.Value.Description","AUXRR122.Count","AUXRR122.Cumulative","AUXRR122.Skip.to.Item"
"-44 to 51","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
