"AUXLR130.Code.or.Value","AUXLR130.Value.Description","AUXLR130.Count","AUXLR130.Cumulative","AUXLR130.Skip.to.Item"
"-50 to 57","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
