"CIQD008.Code.or.Value","CIQD008.Value.Description","CIQD008.Count","CIQD008.Cumulative","CIQD008.Skip.to.Item"
"1","Yes",59,59,""
"2","No",683,742,"CIQD014"
"7","Refuse",0,742,"CIQD014"
"9","Don't know",1,743,"CIQD014"
".","Missing",185,928,""
