"SMD055.Code.or.Value","SMD055.Value.Description","SMD055.Count","SMD055.Cumulative","SMD055.Skip.to.Item"
"1 to 92","Range of Values",1267,1267,NA
"777","Refused",0,1267,NA
"999","Don't know",4,1271,NA
".","Missing",4140,5411,NA
