"LBD153LC.Code.or.Value","LBD153LC.Value.Description","LBD153LC.Count","LBD153LC.Cumulative","LBD153LC.Skip.to.Item"
"0","At or above the detection limit",263,263,NA
"1","Below lower detection limit",1,264,NA
".","Missing",0,264,NA
