"DBD935.Code.or.Value","DBD935.Value.Description","DBD935.Count","DBD935.Cumulative","DBD935.Skip.to.Item"
"1","Yes",926,926,NA
"2","No",1317,2243,NA
"7","Refused",0,2243,NA
"9","Don't know",0,2243,NA
".","Missing",626,2869,NA
