"CIQP69.Code.or.Value","CIQP69.Value.Description","CIQP69.Count","CIQP69.Cumulative","CIQP69.Skip.to.Item"
"0 to 4","Range of Values",7,7,NA
"77","Refused",0,7,NA
"99","Don't know",0,7,NA
".","Missing",771,778,NA
