"AUXRR144.Code.or.Value","AUXRR144.Value.Description","AUXRR144.Count","AUXRR144.Cumulative","AUXRR144.Skip.to.Item"
"-43 to 128","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
