"TYXP035.Code.or.Value","TYXP035.Value.Description","TYXP035.Count","TYXP035.Cumulative","TYXP035.Skip.to.Item"
"-14 to 184","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
