"AUXLR166.Code.or.Value","AUXLR166.Value.Description","AUXLR166.Count","AUXLR166.Cumulative","AUXLR166.Skip.to.Item"
"-21 to 53","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
