"AUDTYR36.Code.or.Value","AUDTYR36.Value.Description","AUDTYR36.Count","AUDTYR36.Cumulative","AUDTYR36.Skip.to.Item"
"0 to 2.69","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
