"FSD052.Code.or.Value","FSD052.Value.Description","FSD052.Count","FSD052.Cumulative","FSD052.Skip.to.Item"
"1","Almost every month,",483,483,NA
"2","Some months but not every month, or",691,1174,NA
"3","Only 1 or 2 months?",268,1442,NA
"7","Refused",0,1442,NA
"9","Don't know",0,1442,NA
".","Missing",9095,10537,NA
