"AUDTYL40.Code.or.Value","AUDTYL40.Value.Description","AUDTYL40.Count","AUDTYL40.Cumulative","AUDTYL40.Skip.to.Item"
"0 to 2.78","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
