"AUXLR284.Code.or.Value","AUXLR284.Value.Description","AUXLR284.Count","AUXLR284.Cumulative","AUXLR284.Skip.to.Item"
"-14 to 77","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
